time_code,value
20200313 22:06,12.57
20200313 22:28,6.34
20200313 22:47,60.42
20200313 23:06,45.84
20200314 07:01,1.02
20200314 08:21,4.23
20200314 08:59,10.35
20200314 09:41,8.4
20200314 10:20,10.27
20200314 10:39,29.29
20200314 11:01,15.28
20200314 11:21,19.8
20200314 11:41,24.0
20200314 12:00,35.88
20200314 12:24,14.4
20200314 12:44,49.56
20200314 13:05,44.97
20200314 13:25,53.1
20200314 13:46,48.96
20200314 14:06,46.23
20200314 14:31,48.24
20200314 14:49,52.85
20200314 15:07,45.09
20200314 15:27,21.24
20200314 15:46,16.11
20200314 16:04,25.56
20200314 16:25,33.45
20200314 16:45,29.1
20200314 17:03,24.31
20200314 17:23,14.61
20200314 17:45,6.05
20200314 18:02,10.1
20200314 18:23,12.19
20200314 19:00,1.24
20200314 19:37,6.79
20200314 20:18,4.4
20200314 21:37,4.25
20200314 22:17,7.35
20200314 22:37,22.5
20200314 22:57,9.18
20200315 00:59,0.19
20200315 09:43,0.48
20200315 10:01,2.16
20200315 11:57,9.99
20200315 13:04,2.62
20200315 14:31,6.75
20200315 14:50,1.56
20200315 15:07,1.02
20200315 15:46,3.78
20200315 16:33,2.55
20200315 16:48,4.32
20200315 17:08,2.46
20200315 20:06,2.05
20200315 20:28,1.09
20200315 21:05,0.51
20200315 21:26,0.18
20200316 05:57,0.57
20200316 06:58,0.76
20200316 07:17,7.14
20200316 07:38,19.48
20200316 07:58,21.37
20200316 08:20,74.43
20200316 08:40,65.37
20200316 09:01,77.28
20200316 09:20,73.77
20200316 09:39,61.37
20200316 10:01,55.65
20200316 10:19,49.41
20200316 10:41,47.43
20200316 10:59,61.05
20200316 11:19,59.13
20200316 11:42,52.11
20200316 12:03,56.49
20200316 12:21,38.97
20200316 12:40,40.07
20200316 12:58,27.09
20200316 13:18,15.15
20200316 14:03,15.42
20200316 14:26,16.23
20200316 14:45,26.04
20200316 15:04,20.31
20200316 15:26,10.26
20200316 15:46,28.16
20200316 16:05,16.47
20200316 16:26,21.84
20200316 16:46,50.22
20200316 17:06,66.34
20200316 17:24,79.32
20200316 17:41,121.5
20200316 18:04,154.2
20200316 18:24,141.06
20200316 18:45,150.25
20200316 19:03,131.61
20200316 19:26,134.6
20200316 19:47,109.93
20200316 20:06,98.7
20200316 20:29,69.3
20200316 20:49,85.83
20200316 21:07,43.29
20200316 21:28,8.88
20200317 00:06,27.21
20200317 06:58,1.08
20200317 07:21,6.09
20200317 07:43,7.47
20200317 08:01,40.48
20200317 08:23,19.83
20200317 08:43,17.16
20200317 09:01,21.81
20200317 09:45,9.75
20200317 10:01,3.97
20200317 10:21,29.73
20200317 11:21,25.83
20200317 11:41,40.86
20200317 12:00,24.99
20200317 12:19,12.03
20200317 12:43,7.8
20200317 13:03,3.06
20200317 13:23,6.21
20200317 14:06,7.68
20200317 14:33,7.47
20200317 14:51,4.2
20200317 15:11,3.12
20200317 15:32,10.29
20200317 15:53,10.51
20200317 16:31,3.87
20200317 16:46,12.15
20200317 17:05,18.65
20200317 17:26,15.69
20200317 17:48,39.91
20200317 18:07,69.48
20200317 18:27,78.23
20200317 18:46,46.08
20200317 19:06,22.55
20200317 19:42,13.93
20200317 21:19,0.18
20200317 21:38,2.94
20200317 23:01,9.75
20200318 07:01,0.18
20200318 07:19,5.28
20200318 07:38,5.1
20200318 08:17,4.77
20200318 08:37,9.75
20200318 09:17,6.11
20200318 09:39,1.41
20200318 09:58,1.44
20200318 10:18,7.86
20200318 11:39,6.78
20200318 11:58,10.16
20200318 12:21,5.88
20200318 12:49,5.28
20200318 13:16,6.3
20200318 13:51,11.34
20200318 14:06,5.85
20200318 14:50,4.02
20200318 15:09,16.5
20200318 15:29,5.01
20200318 15:48,3.78
20200318 16:06,0.54
20200318 16:26,5.49
20200318 16:46,8.25
20200318 17:05,6.06
20200318 17:26,13.44
20200318 17:45,8.88
20200318 18:01,16.08
20200318 18:21,14.1
20200318 18:41,5.98
20200318 19:01,8.64
20200318 20:23,1.08
20200319 04:04,43.86
20200319 07:01,0.18
20200319 07:24,2.07
20200319 08:02,2.02
20200319 08:24,12.12
20200319 08:46,4.86
20200319 09:25,0.45
20200319 09:42,2.49
20200319 10:19,7.83
20200319 10:41,6.4
20200319 11:02,3.15
20200319 11:21,8.7
20200319 11:40,13.56
20200319 12:00,4.39
20200319 12:19,12.96
20200319 12:39,42.06
20200319 13:00,6.33
20200319 13:21,2.07
20200319 13:58,4.38
20200319 14:24,3.81
20200319 14:46,7.23
20200319 15:05,6.54
20200319 15:27,0.48
20200319 15:47,12.99
20200319 16:04,0.9
20200319 16:25,3.48
20200319 17:24,12.18
20200319 17:41,8.34
20200319 18:01,11.13
20200319 18:24,8.14
20200319 19:23,0.51
20200319 20:01,0.16
20200319 20:41,1.62
20200320 07:17,1.83
20200320 07:57,13.17
20200320 08:17,6.78
20200320 08:57,6.69
20200320 09:19,13.5
20200320 10:03,26.88
20200320 10:46,37.84
20200320 11:08,40.11
20200320 12:07,12.45
20200320 12:47,10.02
20200320 13:05,5.37
20200320 13:26,4.02
20200320 13:52,5.37
20200320 14:07,8.19
20200320 14:29,11.28
20200320 14:51,13.76
20200320 15:08,14.85
20200320 15:28,5.24
20200320 16:09,5.88
20200320 16:29,5.52
20200320 17:04,4.19
20200320 17:26,12.34
20200320 17:45,22.02
20200320 18:03,36.9
20200320 18:24,22.08
20200320 19:20,6.49
20200320 19:39,2.01
20200320 23:44,0.2
20200321 06:38,0.63
20200321 07:57,0.19
20200321 10:57,8.67
20200321 13:39,2.73
20200321 15:07,1.74
20200321 16:28,1.71
20200321 16:48,7.71
20200321 17:06,5.16
20200321 21:02,0.4
20200321 22:44,1.11
20200322 01:21,0.66
20200322 05:47,0.63
20200322 08:21,2.7
20200322 08:43,0.54
20200322 13:37,0.19
20200322 17:02,1.2
20200322 17:44,0.2
20200323 07:22,1.73
20200323 08:26,3.81
20200323 09:02,4.47
20200323 09:23,1.05
20200323 10:01,3.09
20200323 10:50,5.88
20200323 11:27,0.54
20200323 13:46,1.23
20200323 14:48,1.14
20200323 15:07,1.93
20200323 15:48,7.86
20200323 17:12,11.76
20200323 17:51,7.74
20200323 19:42,0.54
20200323 20:47,0.2
20200324 07:38,1.77
20200324 08:21,1.14
20200324 11:21,1.14
20200324 13:44,4.35
20200324 14:30,1.05
20200324 14:48,3.75
20200324 15:07,3.51
20200324 15:47,1.17
20200324 17:47,6.51
20200324 19:03,0.21
20200325 05:39,0.22
20200325 06:58,0.63
20200325 10:02,1.89
20200325 16:47,1.83
20200325 18:43,0.6
20200326 08:02,1.08
20200326 08:44,1.17
20200326 11:17,0.57
20200326 11:58,4.14
20200326 14:04,0.63
20200326 17:49,0.6
20200326 19:07,5.32
20200326 21:04,0.63
20200326 22:47,35.07
20200327 07:27,0.6
20200327 08:27,1.08
20200327 09:25,1.17
20200327 13:47,1.17
20200327 14:07,2.91
20200327 15:49,2.58
20200327 16:07,4.26
20200327 16:52,1.2
20200327 18:29,0.18
20200328 08:23,0.57
20200328 11:01,0.57
20200328 17:14,0.63
20200328 17:53,3.81
20200328 20:52,1.2
20200328 21:09,0.21
20200329 05:20,1.8
20200329 12:17,0.63
20200329 12:57,0.63
20200329 17:04,0.57
20200329 22:28,0.6
20200330 07:04,1.2
20200330 07:26,1.17
20200330 08:26,0.54
20200330 10:27,0.6
20200330 10:47,3.45
20200330 11:44,0.54
20200330 12:46,1.92
20200330 13:47,0.54
20200330 14:30,0.54
20200330 14:48,1.05
20200330 15:49,1.17
20200330 16:28,3.24
20200330 18:07,0.6
20200330 19:06,0.48
20200330 23:27,0.63
20200331 08:47,0.54
20200331 10:07,2.22
20200331 12:47,6.45
20200331 13:04,3.6
20200331 13:47,0.54
20200331 14:31,1.11
20200331 15:32,14.1
20200331 15:53,7.56
20200331 16:33,8.07
20200331 16:54,5.64
20200331 22:02,0.22
20200401 08:41,0.54
20200401 11:03,0.57
20200401 15:25,0.57
20200401 15:45,1.14
20200401 17:24,1.68
20200401 20:02,1.4
20200402 08:04,0.8
20200402 09:44,1.08
20200402 12:10,0.6
20200402 13:32,0.6
20200402 15:34,1.26
20200402 15:56,0.66
20200402 16:52,0.51
20200402 19:06,1.02
20200403 10:27,1.53
20200403 11:25,0.6
20200403 12:02,3.36
20200403 13:07,0.57
20200403 15:07,1.14
20200403 15:44,4.29
20200403 16:42,0.6
20200403 17:43,1.11
20200403 18:03,1.87
20200403 18:22,1.17
20200403 19:01,0.57
20200403 21:46,0.19
20200404 14:32,1.83
20200404 17:06,0.2
20200405 08:44,1.17
20200405 14:47,0.63
20200405 17:44,1.23
20200406 08:48,6.33
20200406 09:48,8.67
20200406 10:08,11.28
20200406 10:29,13.5
20200406 10:50,8.88
20200406 11:07,4.44
20200406 12:07,1.0
20200406 12:27,1.98
20200406 14:48,13.89
20200406 15:07,2.01
20200406 15:26,2.53
20200406 18:22,2.16
20200406 18:41,2.67
20200406 19:01,0.19
20200407 07:48,1.83
20200407 08:06,5.52
20200407 08:28,6.33
20200407 10:07,2.76
20200407 12:03,1.14
20200407 13:43,0.42
20200407 16:12,0.57
20200407 17:13,1.05
20200407 19:52,0.66
20200407 20:08,0.6
20200408 07:47,2.61
20200408 08:06,6.81
20200408 08:27,6.96
20200408 09:07,0.76
20200408 09:30,1.98
20200408 11:09,5.63
20200408 14:15,0.57
20200408 15:14,0.66
20200408 16:32,2.7
20200408 17:31,7.05
20200408 17:51,2.66
20200408 18:08,3.36
20200408 18:35,1.17
20200408 18:53,1.73
20200408 19:11,0.57
20200409 07:47,0.76
20200409 08:05,1.47
20200409 08:26,3.21
20200409 08:46,1.05
20200409 09:06,1.56
20200409 09:28,12.6
20200409 10:07,6.36
20200409 10:29,13.29
20200409 11:08,6.6
20200409 11:31,8.22
20200409 11:52,1.98
20200409 12:13,7.75
20200409 12:33,5.85
20200409 13:37,2.79
20200409 13:56,2.82
20200409 15:03,5.97
20200409 15:22,1.59
20200409 15:41,3.72
20200409 16:00,3.27
20200409 16:54,9.96
20200409 17:13,3.09
20200409 17:33,5.67
20200409 18:10,1.08
20200409 18:31,1.65
20200409 20:53,1.23
20200410 13:51,0.66
20200410 17:33,1.62
20200410 18:33,2.31
20200410 18:53,0.19
20200410 20:12,0.57
20200410 20:50,0.66
20200411 06:34,0.2
20200411 08:12,0.63
20200411 10:33,1.2
20200411 12:12,0.6
20200411 12:33,1.8
20200411 13:38,1.26
20200411 18:19,1.05
20200412 17:14,1.08
20200412 19:32,1.86
20200413 07:13,0.54
20200413 07:58,4.86
20200413 08:17,15.66
20200413 08:58,12.81
20200413 09:39,2.04
20200413 11:18,0.35
20200413 11:39,4.41
20200413 13:01,8.73
20200413 15:22,7.62
20200413 16:37,3.6
20200413 16:56,11.58
20200413 17:52,10.21
20200413 18:11,14.88
20200413 18:51,1.53
20200414 08:04,24.15
20200414 09:03,0.57
20200414 10:48,0.72
20200414 11:48,5.28
20200414 12:49,7.83
20200414 15:49,1.83
20200414 16:25,5.28
20200414 16:42,2.34
20200414 17:38,6.27
20200414 18:18,1.71
20200415 07:48,8.88
20200415 08:07,2.16
20200415 09:50,3.96
20200415 10:48,0.72
20200415 11:09,2.28
20200415 12:32,0.57
20200415 12:53,0.76
20200415 13:34,2.13
20200415 13:53,3.42
20200415 14:33,0.63
20200415 16:17,5.76
20200415 16:53,1.08
20200415 17:12,0.57
20200415 17:32,0.68
20200415 17:52,1.65
20200415 18:12,1.71
20200415 20:26,0.22
20200415 21:48,1.17
20200416 10:46,0.76
20200416 12:28,0.57
20200416 13:07,1.23
20200416 15:11,0.54
20200416 16:49,4.53
20200416 17:50,3.67
20200416 18:08,2.79
20200416 18:48,0.57
20200416 19:30,0.6
20200416 20:08,1.37
20200417 07:30,0.57
20200417 08:03,4.59
20200417 08:26,2.79
20200417 08:46,2.07
20200417 09:04,1.89
20200417 09:28,0.36
20200417 09:55,1.08
20200417 10:32,1.77
20200417 12:38,1.83
20200417 13:38,0.57
20200417 14:38,2.19
20200417 14:54,1.08
20200417 15:13,1.05
20200417 15:53,1.11
20200417 16:52,2.13
20200417 17:08,3.33
20200417 17:31,0.54
20200417 17:48,0.54
20200417 18:06,0.57
20200417 18:27,0.54
20200417 19:43,0.63
20200418 13:08,0.66
20200418 13:30,0.57
20200418 14:13,1.98
20200418 15:11,0.2
20200418 16:55,0.57
20200418 18:30,0.63
20200418 20:30,0.63
20200419 07:08,0.43
20200420 08:33,1.11
20200420 08:54,1.08
20200420 09:14,3.42
20200420 09:36,1.02
20200420 10:15,0.99
20200420 12:23,1.77
20200420 16:33,2.1
20200420 16:48,4.11
20200420 18:02,0.75
20200420 19:48,1.0
20200420 23:41,0.66
20200420 23:58,1.92
20200421 08:12,1.8
20200421 09:35,1.08
20200421 09:53,1.68
20200421 10:13,0.57
20200421 15:37,0.6
20200421 16:58,3.54
20200421 17:18,1.02
20200421 18:18,2.82
20200422 07:31,1.68
20200422 07:51,0.72
20200422 08:09,3.48
20200422 09:32,5.4
20200422 09:53,9.78
20200422 11:08,1.11
20200422 12:30,1.56
20200422 12:49,0.78
20200422 14:57,2.85
20200422 15:53,0.57
20200422 16:39,3.12
20200422 16:57,1.87
20200423 08:13,1.02
20200423 08:56,0.99
20200423 09:18,4.32
20200423 09:58,2.41
20200423 10:53,5.7
20200423 11:56,0.54
20200423 12:14,2.43
20200423 14:44,4.35
20200423 15:30,1.29
20200423 15:48,2.97
20200423 17:50,6.78
20200423 18:09,1.05
20200424 07:48,1.68
20200424 08:49,2.28
20200424 09:07,0.54
20200424 12:51,1.23
20200424 15:34,1.08
20200424 15:50,2.31
20200425 07:03,1.54
20200425 12:09,0.6
20200425 15:21,0.81
20200425 15:58,0.57
20200426 02:32,4.34
20200426 09:49,0.63
20200426 15:55,0.21
20200426 17:58,0.6
20200427 06:16,1.98
20200427 07:44,1.8
20200427 08:23,9.42
20200427 09:05,2.07
20200427 10:04,5.76
20200427 11:23,2.88
20200427 12:24,0.6
20200427 12:45,0.63
20200427 12:59,1.14
20200427 13:23,6.42
20200427 16:34,7.53
20200427 17:08,3.42
20200427 18:50,0.8
20200428 07:50,0.51
20200428 08:22,2.85
20200428 08:45,2.73
20200428 09:50,0.72
20200428 11:45,1.08
20200428 16:09,1.08
20200428 16:29,2.94
20200428 16:47,1.98
20200429 08:14,2.22
20200429 08:35,0.68
20200429 08:54,1.63
20200429 09:14,1.08
20200429 12:49,0.57
20200429 14:41,2.64
20200429 14:59,0.54
20200429 15:18,2.67
20200429 15:39,6.75
20200429 15:58,3.39
20200429 16:16,1.05
20200429 16:38,4.98
20200429 17:14,0.99
20200429 18:09,1.11
20200430 08:51,2.19
20200430 09:14,2.16
20200430 13:54,2.59
20200430 14:47,1.29
20200430 16:33,1.77
20200430 16:51,1.47
20200430 17:05,4.2
20200430 17:27,0.6
20200430 17:48,4.11
20200501 03:00,1.98
20200501 15:54,1.23
20200501 16:54,1.86
20200502 10:29,0.6
20200502 13:54,1.17
20200502 14:53,0.57
20200502 15:49,1.11
20200502 17:04,1.65
20200503 07:08,0.54
20200503 16:38,2.13
20200503 17:22,1.68
20200503 21:35,1.08
20200504 01:37,0.42
20200504 07:34,1.87
20200504 07:54,1.2
20200504 08:13,0.54
20200504 08:34,2.25
20200504 08:49,5.97
20200504 09:30,4.56
20200504 09:52,0.18
20200504 10:59,2.04
20200504 11:18,1.14
20200504 14:59,1.29
20200504 16:24,4.92
20200504 16:44,15.78
20200504 16:59,7.29
20200504 18:00,8.76
20200504 18:17,21.75
20200504 19:14,1.02
20200505 08:14,1.29
20200505 08:38,1.93
20200505 09:24,9.03
20200505 09:59,5.67
20200505 10:50,4.71
20200505 11:52,0.54
20200505 13:52,1.26
20200505 14:09,1.26
20200505 14:33,1.64
20200505 15:32,6.87
20200505 15:54,5.19
20200505 19:14,0.19
20200505 19:58,0.6
20200505 21:16,0.19
20200506 08:18,16.35
20200506 08:39,1.2
20200506 09:00,7.23
20200506 11:10,1.62
20200506 12:49,10.08
20200506 14:29,0.51
20200506 19:27,0.72
20200507 07:40,1.83
20200507 08:29,1.2
20200507 09:29,0.6
20200507 16:37,0.18
20200507 17:33,0.4
20200507 21:47,1.2
20200507 22:07,1.14
20200507 22:25,0.66
20200508 08:56,1.62
20200508 09:31,1.68
20200508 09:59,1.65
20200508 10:15,1.14
20200508 11:59,5.46
20200508 12:37,2.13
20200508 16:08,2.07
20200508 16:22,1.92
20200508 16:48,7.92
20200508 17:04,3.06
20200508 17:24,5.28
20200508 17:41,0.54
20200508 18:02,0.54
20200509 08:29,0.54
20200509 09:28,0.66
20200509 18:08,1.71
20200509 18:25,0.2
20200510 03:58,0.21
20200510 10:34,0.6
20200510 13:04,0.54
20200510 16:39,0.54
20200510 17:37,0.57
20200510 22:55,2.31
20200511 07:16,0.6
20200511 07:59,2.24
20200511 08:14,3.72
20200511 08:37,1.59
20200511 09:19,1.05
20200511 09:48,1.75
20200511 10:24,7.17
20200511 11:04,3.71
20200511 11:29,3.96
20200511 15:09,1.08
20200511 16:05,1.14
20200511 17:08,3.93
20200511 17:19,10.98
20200511 17:39,1.95
20200512 05:22,0.27
20200512 07:26,1.77
20200512 08:10,9.81
20200512 09:49,2.28
20200512 14:26,1.17
20200512 15:26,10.41
20200512 15:40,3.75
20200512 16:04,3.12
20200512 16:44,2.79
20200512 17:16,1.44
20200512 17:39,3.78
20200513 08:16,1.59
20200513 08:40,3.3
20200513 09:27,1.05
20200513 10:49,1.59
20200513 10:58,3.75
20200513 11:59,4.23
20200513 15:18,2.64
20200513 16:14,2.82
20200513 17:45,3.24
20200513 18:05,1.05
20200513 20:04,0.63
20200514 07:40,1.53
20200514 08:10,7.53
20200514 09:10,4.95
20200514 09:34,0.96
20200514 10:24,0.99
20200514 11:05,1.71
20200514 11:27,1.95
20200514 12:10,0.57
20200514 12:42,1.11
20200514 14:37,0.51
20200514 15:32,2.94
20200514 16:05,2.61
20200514 16:27,1.02
20200514 16:45,1.53
20200514 17:29,2.58
20200514 17:50,2.88
20200514 18:45,1.23
20200514 21:55,0.63
20200515 09:10,7.68
20200515 10:16,7.44
20200515 10:38,5.82
20200515 11:15,1.53
20200515 12:55,2.19
20200515 13:28,3.15
20200515 14:05,1.74
20200515 15:49,1.53
20200515 16:15,0.68
20200515 18:49,0.72
20200516 07:41,0.57
20200516 08:31,0.54
20200516 09:03,3.27
20200516 09:30,1.17
20200516 11:05,0.22
20200516 12:54,0.22
20200516 14:45,1.87
20200516 16:40,1.95
20200516 19:17,0.57
20200516 21:16,0.57
20200516 22:14,0.19
20200516 23:38,0.51
20200517 09:15,1.26
20200517 19:44,0.19
20200517 21:00,1.8
20200518 07:20,0.21
20200518 07:35,0.6
20200518 07:58,12.48
20200518 08:15,2.49
20200518 08:40,4.67
20200518 08:58,7.11
20200518 09:34,1.53
20200518 09:55,13.2
20200518 10:15,18.54
20200518 10:30,25.23
20200518 14:30,2.13
20200518 15:06,7.11
20200518 15:31,4.5
20200518 16:08,0.48
20200518 16:28,5.07
20200518 16:53,6.39
20200518 17:15,8.31
20200518 17:35,21.18
20200518 17:52,10.97
20200519 08:26,11.49
20200519 09:00,16.14
20200519 09:46,3.15
20200519 10:30,5.18
20200519 11:27,5.1
20200519 12:40,0.57
20200519 13:15,0.51
20200519 13:35,0.57
20200519 14:05,1.59
20200519 14:30,1.14
20200519 15:00,2.19
20200519 15:40,4.05
20200519 17:13,2.94
20200519 17:50,4.74
20200520 08:15,2.58
20200520 10:08,6.99
20200520 10:48,18.72
20200520 11:52,1.05
20200520 12:35,0.57
20200520 12:52,6.12
20200520 13:29,0.54
20200520 13:50,1.08
20200520 14:41,1.56
20200520 15:30,5.37
20200520 16:29,5.58
20200520 17:05,10.24
20200520 18:29,1.65
20200520 19:25,1.02
20200520 19:57,2.22
20200521 07:35,1.97
20200521 09:00,1.54
20200521 09:45,0.6
20200521 13:05,0.66
20200521 15:10,5.95
20200521 16:45,0.54
20200522 08:05,4.62
20200522 08:20,0.66
20200522 09:40,1.11
20200522 10:49,1.11
20200522 12:17,1.23
20200522 13:23,0.54
20200522 14:40,1.33
20200522 15:15,4.02
20200522 15:55,0.6
20200522 16:35,1.5
20200522 17:03,4.41
20200522 17:15,4.86
20200523 20:45,1.08
20200524 09:36,0.81
20200524 15:30,1.17
20200524 18:05,1.05
20200524 20:30,0.6
20200524 20:46,0.6
20200524 22:05,0.63
20200524 23:04,0.8
20200525 09:12,1.43
20200525 11:39,1.23
20200525 12:15,3.12
20200525 13:46,0.75
20200525 14:54,0.63
20200525 15:40,1.11
20200525 17:40,0.63
20200525 18:05,0.57
20200525 18:44,1.11
20200526 04:57,0.69
20200526 05:15,0.66
20200526 08:10,1.8
20200526 08:50,1.68
20200526 09:56,1.8
20200526 13:26,1.23
20200526 14:17,1.62
20200526 15:25,1.11
20200526 16:05,0.6
20200526 17:26,1.08
20200526 19:01,1.14
20200526 20:16,2.91
20200527 08:15,0.57
20200527 08:53,1.11
20200527 09:55,0.54
20200527 10:15,0.2
20200527 10:55,2.43
20200527 12:11,1.14
20200527 12:54,0.2
20200527 16:13,3.48
20200527 16:35,0.17
20200527 17:31,3.27
20200527 21:08,1.14
20200528 04:27,0.23
20200528 07:26,1.08
20200528 07:45,2.88
20200528 09:07,0.17
20200528 12:04,1.86
20200528 14:41,0.66
20200528 15:25,1.71
20200528 16:48,5.64
20200528 17:05,1.56
20200528 17:42,3.21
20200528 18:40,1.17
20200529 00:35,1.57
20200529 08:15,1.11
20200529 08:59,1.71
20200529 09:15,3.75
20200529 10:00,1.14
20200529 10:39,0.54
20200529 11:34,0.18
20200529 16:53,3.54
20200529 17:11,1.53
20200529 17:53,3.93
20200529 18:37,4.38
20200530 08:05,2.97
20200530 09:17,0.54
20200530 09:57,0.6
20200530 17:28,0.57
20200531 03:30,0.21
20200531 04:35,0.8
20200531 14:10,0.6
20200531 18:40,0.54
20200601 20:19,0.72
20200601 23:05,0.92
20200602 07:15,1.08
20200602 08:13,6.09
20200602 08:33,6.18
20200602 08:50,3.42
20200602 09:37,1.22
20200602 10:33,25.7
20200602 10:55,27.57
20200602 11:55,2.64
20200602 12:11,0.54
20200602 12:30,2.85
20200602 15:26,3.12
20200602 16:05,3.63
20200602 16:43,13.65
20200602 16:53,8.22
20200602 18:15,29.5
20200602 19:53,0.57
20200602 23:00,0.57
20200603 04:18,0.23
20200603 07:51,2.31
20200603 08:54,6.69
20200603 09:15,5.46
20200603 10:56,0.54
20200603 11:16,2.1
20200603 12:36,3.36
20200603 13:35,3.93
20200603 14:15,1.5
20200603 14:42,1.5
20200603 15:25,5.64
20200603 16:01,2.16
20200603 17:15,5.15
20200603 17:55,12.96
20200603 18:08,45.84
20200603 18:36,7.92
20200603 18:56,0.54
20200604 08:15,0.96
20200604 08:31,1.67
20200604 08:50,0.93
20200604 09:25,6.36
20200604 11:01,0.64
20200604 11:16,4.08
20200604 11:41,2.46
20200604 12:18,3.09
20200604 12:45,0.51
20200604 13:45,1.11
20200604 14:34,0.51
20200604 15:25,1.08
20200604 16:05,0.93
20200604 16:44,7.38
20200604 17:43,1.15
20200604 17:54,5.22
20200604 18:15,2.05
20200604 18:44,4.29
20200604 21:39,0.6
20200605 06:50,1.74
20200605 07:40,1.08
20200605 07:50,2.1
20200605 08:25,2.67
20200605 08:43,2.18
20200605 08:55,1.5
20200605 09:37,4.92
20200605 10:05,2.73
20200605 11:36,2.79
20200605 13:45,1.44
20200605 15:03,1.15
20200605 15:46,0.88
20200605 16:05,2.52
20200605 16:28,11.73
20200605 16:59,7.92
20200605 17:17,29.73
20200605 17:36,37.53
20200605 18:06,26.01
20200605 18:27,16.68
20200605 18:45,27.27
20200606 06:49,3.06
20200606 07:36,0.57
20200606 09:06,0.57
20200606 17:29,2.79
20200606 19:13,0.19
20200607 09:51,0.2
20200607 17:26,0.17
20200607 17:42,1.68
20200607 18:44,1.5
20200607 22:43,1.23
20200608 06:57,1.08
20200608 07:39,9.03
20200608 07:57,3.96
20200608 08:33,4.08
20200608 08:56,4.98
20200608 09:05,5.25
20200608 09:50,5.84
20200608 11:41,8.18
20200608 12:17,6.93
20200608 12:51,4.83
20200608 14:30,2.67
20200608 14:41,3.0
20200608 16:01,3.24
20200608 16:46,27.9
20200608 17:01,15.75
20200608 17:12,18.93
20200608 17:46,77.28
20200608 17:54,70.74
20200608 18:18,62.79
20200608 18:51,76.71
20200608 18:58,45.21
20200609 07:54,0.9
20200609 08:12,0.17
20200609 09:07,4.2
20200609 09:31,5.43
20200609 09:51,3.93
20200609 10:14,3.81
