2022-10-07,ID,Jakarta,pressure,72,1011.5,1014.8,1013.3,12.29
2022-07-23,ID,Jakarta,temperature,72,25.5,33.8,28.3,69.4
2022-07-27,ID,Jakarta,dew,30,22.0,24.0,23.0,5.92
2020-08-15,ID,Jakarta,temperature,67,24.4,34.4,29.3,113.53
2019-01-01,ID,Jakarta,pm25,59,1.0,151.0,34.0,11836.9
2021-10-28,ID,Jakarta,pressure,72,1011.3,1015.4,1013.2,13.27
2021-07-06,ID,Jakarta,wind-speed,47,0.4,5.3,2.5,17.64
2020-02-08,ID,Jakarta,temperature,72,23.8,34.6,27.2,132.35
2019-05-20,ID,Jakarta,wind-speed,48,0.5,6.0,1.7,15.09
2021-08-15,ID,Jakarta,wind-speed,59,0.1,11.0,4.6,109.69
2019-09-17,ID,Jakarta,pm10,66,41.0,90.0,59.0,1375.3
2021-08-02,ID,Jakarta,dew,36,21.0,23.0,22.0,5.85
2021-03-20,ID,Jakarta,pressure,72,1003.5,1011.2,1008.0,49.37
2021-04-28,ID,Jakarta,wind-gust,24,0.1,9.8,2.1,115.88
2021-04-06,ID,Jakarta,pm10,69,10.0,43.0,22.0,622.44
2020-12-02,ID,Jakarta,wind-gust,24,0.2,10.8,4.0,87.57
2020-12-26,ID,Jakarta,pm10,69,10.0,48.0,21.0,691.27
2020-07-21,ID,Jakarta,wind-gust,9,0.1,6.0,1.1,52.04
2020-06-22,ID,Jakarta,pressure,58,1007.0,1013.2,1009.0,35.3
2021-05-08,ID,Jakarta,dew,38,24.0,26.0,25.0,4.21
2018-01-06,ID,Jakarta,pm25,31,5.0,50.0,17.0,1576.24
